edge_name,fnode,tnode,length
383045,30926,466,274.979423
383046,466,8226,20.59243445
383047,30927,467,274.9793638
383048,467,30928,19.24395463
383049,30928,8225,11.96546592
383050,30929,919,284.5061061
383055,29728,30788,16.75936541
383056,29632,30755,325.0186177
383057,30754,30755,132.1258254
383058,30778,29732,143.9671527
383059,29731,30778,140.3817843
383060,29141,548230,313.275653
383061,29735,29620,135.399021
383062,30756,29620,102.0779034
383064,29734,548230,129.8366457
383065,30411,29676,38.09914944
383066,28331,29676,167.1806725
383067,29221,29694,129.5505512
383068,29212,29391,130.7679059
383069,29848,29847,150.0084695
383070,29027,30574,114.0623516
383071,29028,29585,115.2910727
383072,29029,30194,134.2130837
383073,30192,29590,35.99670974
383074,29416,30193,136.4878725
383075,30147,29131,123.9047841
383076,29134,29135,141.9888196
383077,31322,31321,19.35237442
383078,30048,29139,131.1833611
383079,30047,29140,131.4533703
383080,29537,29538,207.9836619
383081,29168,30546,142.1874395
383082,29919,29539,420.7102182
383083,29231,29539,129.3971164
383084,29643,29288,130.2555009
383085,29289,30350,128.4906493
383086,30014,29120,130.73401
383087,30015,29119,138.2486021
383088,29670,30037,128.6381802
383089,30035,29719,125.7207664
383090,30235,29616,129.3389864
383091,29747,30188,126.2743309
383092,29886,29884,143.4246865
383093,29472,30389,126.7454748
383094,30389,28485,132.4972219
383095,28485,30390,130.731483
383096,30442,29235,130.4947798
383097,29234,30442,127.7487804
383098,29639,29234,131.7334027
383099,29646,30482,108.9889244
383100,29262,29642,126.9889229
383101,29261,29164,115.7449142
383102,2010492984,29261,175.8202452
383103,29011,29967,130.992232
383104,29160,29820,123.7381255
383105,29801,29160,114.5036591
383106,28980,29161,107.7417653
383107,29104,29583,108.261358
383108,29105,29010,127.9900382
383109,29821,29159,114.0153036
383110,29988,28463,126.8617012
383111,30632,28549,126.9549874
383112,30027,30028,138.5893374
383113,30634,28550,139.1325484
383114,29986,29985,140.4783389
383115,29985,29987,138.2934273
383116,29352,28462,170.3585923
383117,30029,28545,162.4834237
383118,30031,29987,50.08009602
383119,28493,30516,138.54356
383120,28492,30518,149.6864282
383121,29532,30260,131.2006579
383122,30863,30861,138.0814362
383123,28852,30863,134.026862
383124,28811,30902,129.183624
383125,28910,30865,132.3155867
383126,28908,30866,117.7675086
383127,28907,28906,123.6266303
383128,28959,30867,149.1693777
383129,30822,30824,144.3150349
383130,28960,30868,130.2475029
383131,29465,31241,158.6454931
383132,28225,30313,131.9929365
383133,30208,28319,127.4645595
383134,28844,30660,165.5227145
383135,28785,30661,165.0432456
383136,28786,28785,79.10127002
383137,28843,31239,85.4396133
383138,28842,28843,97.80049403
383139,31238,28842,65.42644639
383140,31236,28787,135.6860414
383141,30887,30886,10.03867846
383142,30889,13203,24.49788599
383143,30890,30889,16.49875844
383144,30888,30890,51.99533078
383145,30967,14644,74.73594676
383146,31010,12459,77.45327486
383147,31011,31010,136.9883126
383148,31019,14157,320.9727202
383149,31020,31019,307.9736952
383150,30416,30960,126.1895213
383151,30415,30960,100.5118645
383152,29426,28377,135.479464
383153,28330,30412,167.1903476
383154,30317,28330,162.4543184
383155,30319,28376,133.2764269
383156,28378,30358,135.6466579
383157,28326,28327,145.5166738
383158,460,462,8.199468804
383159,522,461,8.199046961
383160,8943,8944,274.3271875
383162,24209,24208,53.93982608
383163,29540,29541,340.4692306
383164,31130,8522,35.59729933
383165,31159,31130,60.99513974
383166,6408,31289,146.0366726
383167,31289,10426,19.89897641
383169,31293,21626,32.00634396
383170,31295,22040,220.3201052
383171,30685,16483,121.4642165
383172,2639,30975,40.96980664
383173,30772,30771,399.9095889
383174,30816,19977,157.6985451
383175,31304,480,41.38784778
383176,30680,30644,1154.031233
383177,30681,30680,1746.679927
383178,29888,29777,132.0689259
383179,28965,29350,165.2992172
383180,29882,28544,126.3136001
383181,29614,31119,129.887259
383184,29391,29392,130.7703898
383185,29452,29890,129.515135
383186,29077,29891,127.139365
383187,29214,29393,141.5125789
383188,29451,28993,120.8512749
383189,28993,29215,121.3864892
383190,29285,30605,131.1510089
383191,29372,30041,131.1502603
383192,29373,30042,159.0147481
383193,29380,29390,127.4701914
383194,29129,29130,111.955661
383195,30346,31124,133.3587077
383196,30145,29205,77.1444623
383197,30144,29129,91.62436788
383198,29896,31322,118.2664953
383199,29138,30048,133.5769483
383200,6829,29939,71.43936584
383201,6934,29804,99.72935394
383202,29277,7207,104.6011498
383203,29098,141135,6.489072294
383204,30869,141127,7.70222774
383205,30232,29610,119.6291767
383206,30219,30220,130.7662226
383207,31328,30834,71.32618084
383208,29042,29043,115.68236
383209,141144,30621,1135.861108
383210,30835,29094,123.8609882
383211,30836,29092,126.0914871
383212,30561,29040,88.07151905
383213,29647,30391,110.1471732
383214,28595,29951,167.7547835
383216,30005,28636,137.8437398
383217,28636,30006,109.1423604
383219,30008,29407,107.3056423
383220,28701,29957,124.540837
383221,29956,28475,123.4355489
383222,29957,28700,124.153082
383223,29106,29009,132.9974303
383224,29008,29106,131.9742505
383225,29264,29708,151.0351156
383226,30065,29708,145.3863077
383227,29322,30124,118.2495899
383228,30126,30124,120.2633356
383229,31021,31020,293.9747637
383231,30612,30611,117.6653392
383232,30517,28493,143.2868324
383233,28706,30738,130.4876415
383234,30656,28706,132.7881847
383235,28705,30656,130.7878828
383236,30657,28705,130.1881353
383237,28871,30690,132.7877561
383238,30689,28871,131.9881745
383239,29873,30689,133.9878018
383240,28870,29873,131.1879184
383241,30742,30743,134.2383112
383242,28181,28182,146.044295
383244,28183,28184,144.6248706
383245,28703,30909,124.080415
383246,141135,141139,22.12409187
383247,28744,30751,125.7468518
383248,30751,28745,119.5051978
383249,30750,28746,50.84439055
383250,30749,28747,147.4373826
383251,28788,31236,130.6249554
383252,28840,31194,158.9972259
383253,28790,28789,129.8746216
383254,28516,31152,147.3456642
383255,31152,28739,142.0167425
383256,28740,31154,143.506921
383257,30682,30681,266.5580496
383258,30935,30684,1350.524641
383259,30683,30935,802.4661401
383260,30684,30682,2125.302238
383261,30644,455,1023.329072
383262,455,454,4.667004704
383263,13246,30973,401.0103737
383265,30973,30974,844.1723471
383266,4032,30974,45.86898221
383267,30974,30975,265.7102857
383268,30975,30976,434.3770154
383269,30977,30976,115.5775222
383270,30976,30978,189.0415149
383271,30978,30979,114.7289353
383272,30979,30980,320.0943905
383273,30687,30686,258.1745746
383274,30688,30687,278.7921055
383275,30933,30688,312.9489777
383276,30726,30933,309.9693219
383277,29610,30190,131.1338996
383278,517,29253,38.31998898
383279,30268,30228,141.3119347
383280,28824,30429,125.2329132
383281,29241,29240,123.1784257
383282,29240,30277,124.9967566
383283,29722,30079,132.1509444
383284,30032,29772,131.2421314
383285,30036,29773,131.2893543
383286,30038,29771,130.659499
383287,30078,29770,131.1348761
383288,29755,30305,134.2926068
383289,29726,29727,130.4392271
383290,29987,29352,164.2552499
383291,28462,30029,166.5449072
383292,30030,29351,166.9351535
383293,29669,30034,126.7033102
383294,29751,29669,130.9473127
383295,30034,29668,133.3573549
383296,30079,29721,131.5067987
383297,30039,29720,130.6406652
383298,29720,30035,132.1861643
383299,30335,30336,132.7360833
383300,28754,30236,116.7393503
383301,30236,28752,118.9929947
383302,29321,29817,125.7394758
383303,29816,141138,122.4899066
383304,29925,29816,131.5829174
383305,29718,30031,77.36821989
383306,28544,29881,126.8938516
383307,29773,30032,129.7085811
383308,28543,29882,131.7352979
383309,29884,28543,130.9443774
383310,29771,30036,129.3222093
383311,29770,30038,134.0588496
383312,29778,29886,132.4321304
383313,29777,29778,127.9665291
383314,29769,30078,132.2057861
383315,29089,30563,139.8679719
383316,30621,29255,247.5078481
383317,30619,29088,161.441794
383318,28663,30619,84.01427537
383319,29035,30509,153.9790719
383320,29842,31111,165.375692
383321,31077,28797,141.293926
383322,29534,31109,144.3442502
383323,7454,30722,50.83445061
383324,28351,28350,149.130041
383325,27220,26364,180.1309212
383326,26996,25007,172.3852166
383327,24886,24412,125.987538
383328,24826,24827,173.4202294
383329,24225,23683,133.243579
383330,30963,30806,61.99445164
383331,30807,30808,71.9938633
383332,29874,28870,127.6005745
383333,28869,29874,87.08359503
383334,28868,28869,34.0577419
383335,29872,28554,121.6848085
383336,29928,28553,121.8807307
383337,29931,28867,116.9306968
383338,30649,29788,149.286209
383339,29792,30650,142.8866766
383340,29789,30649,136.4874457
383341,28710,28711,138.7373266
383342,30910,28858,127.4101271
383343,28857,30752,124.5575227
383344,30727,30726,276.8724903
383345,30728,30727,120.9279943
383346,30729,30728,242.135985
383347,30730,30729,388.7513135
383348,30731,30730,492.360689
383349,30732,30731,308.7691425
383350,30733,30732,404.9595186
383351,453,30937,188.0305479
383352,521,449,149.0849637
383353,31174,27706,126.5595694
383354,30980,30981,219.7813365
383355,30981,31264,234.4233925
383356,31267,12602,335.093702
383357,31266,31265A,124.8898885
383358,31264,31265,172.2935986
383359,31265,31267,210.595355
383360,31294,3331,76.20009719
383361,31297,31296,89.99259132
383362,30636,31297,146.7460298
383363,30637,30636,89.99235505
383364,30638,30637,92.90575872
383365,30639,30638,148.4875413
383366,30237,29531,130.9691561
383367,30340,30339,133.2188601
383368,28502,30426,138.0777351
383369,23683,29839,130.3337886
383370,29295,30873,142.4578475
383371,29839,30874,112.4636916
383372,30873,141136,16.51464062
383373,30874,141131,12.17363399
383374,141131,30875,15.93514771
383375,30877,141136,4.080072276
383376,29045,30877,53.55129999
383377,29793,29569,126.4098361
383378,30534,28850,128.3416274
383381,30538,28851,130.4527513
383382,30540,29300,146.8074582
383383,30541,29301,146.7497532
383384,30542,29302,118.9649193
383385,29302,30543,207.5925063
383386,28217,31105,93.55313811
383387,31108,28270,70.99331485
383388,29020,547616,71.8806291
383390,28410,30373,140.9886153
383391,30325,28410,135.7353816
383392,29356,30375,165.2436974
383393,30009,30011,114.0988318
383394,30010,29528,124.1858727
383395,28699,30012,123.3819362
383396,28529,29959,108.7951031
383397,29960,28529,113.803211
383398,30013,29960,106.990457
383399,28530,30052,108.1900159
383400,30999,29913,122.2112077
383401,29953,28693,140.7712788
383402,28594,29912,120.113168
383403,29761,30125,116.4952897
383404,29762,29761,119.4844908
383405,30176,29762,119.735571
383406,29858,29430,132.7202456
383407,29859,29114,131.6749438
383408,29115,29859,125.4909564
383409,30599,29330,108.807542
383410,29328,29329,161.9852381
383411,30600,29331,107.077653
383412,28236,30086,125.759501
383413,30086,28189,130.7031905
383414,28189,28234,132.9480476
383415,28234,28233,128.5803194
383416,28233,28232,132.0306505
383417,28232,28235,134.4044886
383418,28235,28231,120.5023116
383419,28231,29938,92.5177995
383420,29977,28283,128.115546
383421,29938,29937,37.00502413
383422,30752,30910,120.824354
383423,29514,30939,135.9199065
383424,30938,29515,89.89277497
383425,30940,29729,140.6533265
383426,28914,28913,130.2454107
383427,30796,30311,125.6623314
383428,28800,28801,131.2110956
383429,31113,28218,126.3009622
383430,28219,28220,126.1641901
383432,30057,28321,150.4032575
383433,28784,28790,118.8825809
383434,28838,31193,130.4670686
383435,31195,29458,169.0760449
383436,31190,28743,133.1195732
383438,30768,30802,19.14333941
383439,30845,30846,23.19769429
383440,30846,30847,46.19608537
383441,30847,12265,121.1973717
383444,9519,31101,95.97560415
383445,30640,30639,89.99268095
383446,30641,30640,103.9909376
383447,30642,30641,90.99272501
383448,30643,30642,89.99253815
383449,30770,30733,404.9593771
383450,477,31252,77.52485476
383451,478,31252,95.99262178
383452,30771,30770,405.8995177
383453,30773,30772,232.0868443
383454,30774,30773,114.9883198
383455,30894,30774,381.9615678
383456,30895,30894,289.9709908
383457,30936,30895,282.130925
383458,30896,30936,352.8045608
383459,30897,30896,349.9648395
383460,31022,30897,349.9640174
383461,31023,31022,224.9773844
383462,31024,31023,349.9643406
383463,672P2,672,19.63216824
383464,31213,31176P,150.3758999
383465,31260,31213,93.62820998
383466,471,31260,125.0129642
383467,469,31260,74.99222565
383468,31210,469,62.66879875
383469,479,31260,71.11777172
383470,31211,470,229.978681
383471,31212,471,67.52447647
383472,31215,31214,7.976549811
383473,31214,31212,170.5066716
383474,28495,30375,134.4117124
383475,28496,28495,135.9882258
383476,28655,30330,142.4893427
383477,30238,28807,132.9886302
383478,29116,30506,124.490332
383479,29172,30404,117.9912392
383480,29169,29168,142.4899199
383481,30547,384,128.7443854
383483,30549,29230,129.488287
383484,29230,30550,127.2344224
383485,30446,30348,131.9823611
383486,29290,30349,129.7874705
383487,28808,30238,128.9886388
383488,28809,30239,147.7151777
383489,30128,30129,128.9928273
383490,28864,29578,129.9920546
383491,30241,30240,131.2355785
383492,28865,30241,132.7455209
383493,30384,28749,138.7306877
383494,28751,28750,138.9875173
383495,30336,30337,145.2376948
383496,28803,28804,137.9887634
383497,31107,28269,129.9081531
383498,31079,28846,134.1867848
383499,28846,28847,133.4762039
383500,29841,28268,65.59322758
383501,29903,28848,129.4099228
383502,28515,29905,131.1682799
383503,28733,28732,124.4161923
383504,30512,29035,139.6710583
383505,29526,30507,127.1897096
383506,30221,29034,145.3083882
383507,29037,30510,146.0462987
383508,29033,30221,141.8041647
383509,29479,28593,127.9662088
383510,28692,30589,137.9358725
383511,30591,28425,76.29311692
383512,28691,30588,143.6223939
383513,30590,28426,78.87819798
383514,28690,30484,128.313726
383515,30484,30436,293.9798624
383517,30436,29686,204.4761653
383519,29588,29069,122.9965789
383520,29060,29061,85.07312829
383521,31177,5278,154.0881147
383522,28709,30647,146.2921292
383523,30648,28709,148.3864051
383524,28708,30648,143.6871122
383525,30737,28708,147.7863505
383526,28707,30737,146.5865489
383527,30740,28874,129.5882638
383528,29617,29783,96.77414937
383529,30786,29783,141.4950023
383530,30839,141127,319.3464281
383531,29787,29786,124.076506
383532,30828,30829,135.0117618
383533,28854,30862,131.2887002
383534,30829,28855,118.0511263
383535,30830,28912,103.8906176
383536,30864,28911,134.6918784
383537,28912,29580,125.444706
383538,28570,30255,135.2884155
383539,28528,28575,122.3921732
383540,30257,28528,116.0313952
383541,28742,31190,132.5963615
383542,28839,31191,129.6872318
383543,31110,28839,131.7582392
383544,28741,31153,132.001332
383545,31154,29842,169.571729
383546,30664,29517,329.3281169
383547,31120,29628,159.5546821
383548,29627,31281,163.0142259
383549,31217,672,303.1478866
383550,31216,31217,20.76863559
383551,31253,31218,532.5067457
383552,30937,31217,26.23927565
383553,472,31253,65.86534489
383554,520,472,32.64610739
383555,448,31215,35.04595165
383556,31218,31216,12.45801208
383557,31251,31216,201.3789965
383558,449,31251,72.99257044
383559,31261,31251,78.46221468
383560,31025,31024,349.9647624
383561,31263,31025,164.172876
383562,30686,31262,260.5542442
383563,30934,30684,254.975098
383564,31252,31261,32.57138004
383565,30596,28849,132.6605729
383566,31067,31068,124.2031088
383567,31068,28793,124.4359959
383568,29399,29357,39.31729016
383569,30330,30378,137.2357374
383570,29357,31324,140.2594485
383571,29806,338,89.71178758
383572,29256,338,567.9589639
383573,29237,30420,151.3709108
383574,30531,29522,64.23711815
383575,30530,30531,117.1897188
383576,30471,30470,117.6438074
383577,30351,29345,121.7456853
383578,29344,30352,131.7664285
383579,29383,29853,106.5112719
383580,29914,141124,125.991305
383581,29853,29016,126.4876211
383582,29916,29062,126.6778501
383583,29855,29916,134.4771927
383584,141171,29537,20.19482357
383585,29921,141122,123.3623479
383586,28806,30387,136.2228685
383587,31006,30338,134.9982764
383588,30136,28861,142.4775578
383589,28862,30137,134.2322642
383590,30139,30138,139.5066591
383591,30178,30139,131.3790077
383592,29059,30598,129.9839443
383593,30217,29068,128.1243964
383594,28989,30217,133.5115328
383596,29052,28990,158.7860507
383597,28988,29003,108.7940924
383598,29066,29067,123.9368576
383599,29422,30089,131.0572099
383600,28283,28282,127.8296021
383601,28282,28281,128.3989824
383602,29981,29982,87.10901825
383603,28230,28229,135.9852625
383604,28280,29984,140.0284406
383605,30281,28956,128.1467233
383606,30083,28967,128.9291502
383607,30242,28955,132.2620867
383608,30082,30133,131.6926193
383609,30511,29037,134.2013069
383610,30418,30511,125.4543813
383611,23408,389,1164.174324
383612,30833,31328,358.5728226
383613,141136,29294,14.47971855
383614,29516,30877,81.26496908
383615,30560,30877,134.9016424
383616,28823,29576,134.6228189
383617,23778,29517,115.3285243
383618,2477,31059,72.34467041
383619,31059,7695,314.8177369
383620,30723,141167,35.55066621
383621,30724,141168,7.977057642
383626,31185,6807,41.66112453
383629,141127,29144,9.328428885
383630,29144,141128,322.1673779
383631,30842,30843,117.5160976
383632,141128,30844,9.929675911
383633,30844,141129,324.1719695
383634,30912,29574,42.09292185
383635,30650,31125,131.7082414
383636,29574,141129,16.4347344
383637,29568,141146,318.4042278
383638,30915,29569,215.4397152
383639,30215,28702,122.8807569
383640,28527,30257,119.1100432
383641,31002,30215,124.2229343
383642,30113,31002,125.2132568
383643,30434,29502,127.3263195
383644,30435,29501,129.1543241
383645,30286,29500,131.2374329
383646,30988,28734,127.7888025
383647,29401,28794,107.5259422
383648,28794,28795,132.1754239
383649,30987,28736,114.9949303
383650,30991,28518,127.1064906
383651,30986,28735,115.6253989
383652,30985,31044,107.1434169
383653,29149,29296,121.4546354
383654,29296,29150,147.310293
383655,30326,30325,139.4984177
383656,30473,28413,155.9946835
383657,28413,28412,159.4884149
383658,30328,30327,138.9888701
383659,30270,30269,124.7411359
383660,30329,28497,123.9924212
383661,28714,29529,139.0198637
383662,28715,30629,124.7481752
383663,30629,31003,126.4975858
383664,31003,30633,126.9893603
383665,29971,29594,184.4823661
383666,29601,30169,149.2197862
383667,29591,29973,110.0027117
383668,30437,30440,127.2883966
383669,30486,29121,158.5754718
383670,29176,30441,132.3882048
383671,362,29121,13.38979885
383672,29121,31043,154.4992767
383673,31045,30443,68.61942838
383674,29644,29122,131.7376928
383675,29175,29174,128.9784782
383677,29320,29321,65.55288607
383678,29966,29964,273.2303191
383679,29965,29818,127.7501659
383680,29326,29320,216.5156856
383681,30068,29005,118.250866
383682,29822,30068,114.7332703
383683,29382,29851,102.750569
383684,30608,29305,205.2501909
383685,29305,29199,186.4861353
383686,28955,30131,130.717108
383687,28954,30132,138.2494751
383688,28176,30134,134.4321544
383689,30132,28917,131.4714924
383690,28177,28178,131.3509016
383691,30180,28179,126.0574077
383692,30179,30181,136.7357791
383693,29609,29608,136.0104746
383694,30187,29607,131.6431997
383695,30407,29413,246.1859404
383696,30795,28648,142.6693521
383697,30907,30795,153.0435035
383698,28647,30906,145.7042735
383699,28517,30309,146.2244759
383700,28645,28517,147.4863761
383701,30659,30658,128.1362499
383702,30658,29749,128.915038
383703,31273,31272,129.0873423
383704,29674,29673,140.109298
383705,28278,30409,126.4609948
383706,30409,28277,131.4798288
383707,28276,28275,124.7833261
383708,28632,30669,131.1897763
383709,30670,28731,131.0610063
383710,31230,29524,131.6878839
383711,30808,30963,12.64135586
383712,1962,14172,151.1272388
383713,30965,30809,48.26694657
383714,30848,30849,165.6324223
383715,30849,12411,207.4946137
383716,31094,31093,189.9836028
383717,30852,12457,284.2858275
383718,30853,30852,114.1005537
383720,31226,31227,173.8209831
383721,29786,141127,9.889002682
383722,30911,30913,121.9877109
383723,23634,30911,130.0309606
383724,30913,141146,12.31330895
383725,30169,29763,141.6312813
383726,29764,29591,137.8043923
383727,30171,29811,140.4568797
383728,30584,29810,144.82048
383730,29595,29975,123.7392313
383731,30282,30388,127.467305
383732,30283,29364,128.8298122
383733,29363,30283,130.3733348
383734,30284,29363,128.7884382
383735,30186,31091,129.7991402
383736,30189,29560,127.71767
383737,28749,30383,136.9848994
383738,30385,30388,177.4903879
383739,28805,30386,139.23897
383740,29150,30993,145.3659363
383741,30993,30540,146.8633521
383742,29600,29601,130.1390527
383743,31075,28516,135.3326496
383744,28687,31073,134.6236986
383745,31076,31005,134.3046498
383746,28796,31076,129.2896829
383747,28681,31072,131.3174634
383748,28791,29533,137.2245025
383749,31034,28681,133.9409243
383750,28365,28879,125.2228821
383751,28879,31039,125.988552
383752,30431,30430,123.0051758
383753,29293,30560,145.3519866
383754,29292,31081,141.9872334
383755,28821,28822,138.8872949
383756,29527,31001,184.2828064
383757,30617,30559,76.99278077
383759,30616,28820,136.6872811
383760,28818,28819,128.7880692
383761,30467,28818,133.1879748
383763,28593,30587,125.6050908
383764,28592,30586,67.08211995
383765,28591,30585,125.3227797
383766,29303,29304,224.054729
383767,30543,30483,162.2426011
383768,28588,30004,156.3020608
383769,30001,28323,125.1417471
383770,30002,28372,144.8286788
383771,30003,28588,163.2851762
383772,29012,29968,131.4566207
383773,29852,29584,132.2461055
383774,29384,29427,95.25441516
383775,29427,29854,96.84165776
383776,28461,28393,148.0136008
383777,28394,28461,144.078814
383778,30736,29145,148.4657513
383779,28293,30700,141.8424688
383780,30735,30736,145.1821508
383781,30998,30735,130.9980024
383783,28571,30310,111.2626446
383784,28644,30308,143.7813317
383785,29475,30256,121.7416734
383786,30255,30256,137.8681696
383787,28638,30106,127.6925472
383788,28639,30107,132.618685
383789,30012,28698,105.820233
383790,28697,30110,118.2546032
383791,28730,31234,131.202871
383792,28629,28628,122.3534163
383793,31229,28629,114.7944535
383794,28630,31229,118.7933451
383795,31157,28630,116.913561
383796,23776,29626,187.5920988
383797,29626,30664,27.75444102
383798,30665,30664,322.9393619
383799,29623,30665,131.9540246
383800,28448,28447,133.7329608
383801,29470,28448,131.7441477
383802,28866,29931,120.9885931
383803,29930,28717,133.2251043
383804,29933,29932,131.4896365
383805,29934,28599,130.988083
383806,28717,30627,128.993016
383808,29598,29172,114.9874784
383809,30553,29639,131.9885905
383810,29233,31047,131.2362049
383811,30445,29233,133.742008
383812,29334,30554,129.7414643
383813,30022,29492,148.1324853
383814,29860,29535,107.905146
383815,29862,29007,127.9970948
383816,30386,30388,138.6807257
383817,29348,28859,179.4668187
383818,30135,28860,141.0320296
383819,30138,28915,139.5317165
383820,28916,30953,136.4040492
383821,30953,30182,165.8289811
383822,30182,28965,165.3767477
383823,29582,28966,135.7282986
383824,28966,28965,136.6208111
383825,31036,28737,140.2473571
383826,28732,31035,129.8724663
383827,29854,29428,94.43025541
383828,30597,29063,130.4550954
383829,29119,30117,132.2426088
383830,30505,29116,124.9940325
383831,30184,30953,131.6602976
383832,29616,30231,133.6364052
383833,29615,29747,134.0437741
383834,30183,28965,128.0339444
383835,31119,30183,134.14595
383836,30188,29614,130.3299416
383837,29671,30077,131.0712481
383838,30077,29670,134.0703837
383839,30466,30468,130.988083
383840,30469,28661,124.3885312
383841,30457,28816,132.6877773
383842,28815,30457,132.0080218
383843,31038,28815,132.3565381
383844,30460,28658,135.4883104
383845,30461,28501,133.3709055
383846,31268,7743,171.9855894
383847,8688,30891,63.69172748
383848,30891,463,111.0868504
383849,12135,2470,93.92426618
383850,31327,30854,133.1079003
383851,30854,30323,143.9292551
383852,29367,475,23.99790091
383853,475,476,183.1881915
383854,30776,30701,131.5720053
383855,30654,30653,135.141348
383856,24075,29741,134.3714398
383857,29741,30838,114.7800196
383858,30758,141142,318.2680779
383859,29740,30841,135.1472515
383860,30841,141142,4.983397123
383861,141142,29143,10.57317515
383862,28393,29423,147.587435
383863,29784,141148,11.73070433
383864,28696,30111,91.78451615
383865,30153,30114,117.4895347
383866,28541,30154,115.5972658
383867,28526,30056,134.2527361
383868,28574,28525,130.6934167
383869,30362,30702,127.8410903
383870,30364,29752,130.984585
383871,30360,29682,131.1563048
383872,28480,30366,127.9912236
383873,28427,31121,127.48912
383874,28792,31067,128.2283457
383875,28581,31030,141.2693167
383876,31029,28581,148.0855469
383877,30983,28678,133.4006321
383878,28677,30983,112.7627153
383879,30947,29400,129.1555246
383880,28676,28677,118.567666
383881,31026,28676,116.0137523
383882,30524,28878,126.9896478
383883,30630,28367,132.4966688
383884,30432,28598,130.7486156
383885,28716,30628,130.2416053
383886,28366,30631,132.2348006
383887,28597,28596,132.7268703
383888,29887,29798,133.6948125
383889,29781,29885,128.7058121
383890,29885,29780,135.8341171
383891,29780,29883,128.7746571
383892,29006,29862,133.2418256
383893,29709,30023,140.8554995
383894,30069,29006,128.9923714
383895,29708,30066,150.8163935
383896,29325,29707,122.4106298
383897,29923,29323,318.7322545
383898,30123,141143,116.2908363
383899,30168,29600,141.9318424
383900,30166,30167,149.186418
383901,29350,30030,165.7575297
383902,29983,28228,134.0184062
383903,29351,29987,159.6477542
383904,28501,28502,131.7104139
383905,28657,30428,130.4968075
383906,29909,28324,125.2197419
383907,29908,29909,138.5993147
383912,29904,28266,131.8163396
383913,28849,29577,133.5901661
383915,6570,429,8.030271707
383916,429,431,16.47802345
383917,431,11796,8.017380877
383918,6570,430,8.017306233
383919,430,274,16.47826711
383920,274,11796,8.030089195
383921,15855,434,4.267966198
383922,434,436,20.99847649
383923,436,11940,4.886321216
383924,15855,433,4.274917727
383925,433,435,20.99841546
383926,141146,29570,16.92716957
383927,30879,141130,5.988354304
383928,141130,141147,197.2784798
383929,29571,141147,12.64922231
383930,29795,30880,134.877757
383931,23676,29800,129.0063934
383932,20163,30665,331.9589503
383933,29622,29623,128.6950448
383934,30667,30666,129.4848804
383935,29625,30667,128.669064
383936,28633,30668,133.3045832
383937,29748,29624,128.4051607
383938,28631,31157,116.8235999
383939,31188,31189,132.4852371
383940,31158,31188,130.6993294
383941,28686,31158,134.2908911
383942,30761,30671,105.991088
383943,30762,12602,55.34088415
383944,30763,30762,150.1818297
383945,31133,451,17.99871969
383946,451,7750,28.22192459
383947,1530,1529,71.14989612
383951,31131,24822,164.1726502
383952,141148,30839,11.08969329
383953,29147,29785,136.9405485
383954,29146,29147,147.1263602
383955,30745,28240,131.7849548
383956,30775,30777,144.605489
383957,28473,30655,131.102563
383958,30959,30775,140.5699197
383959,30056,28522,132.688188
383960,28536,30997,131.1959733
383961,30055,28523,134.0241852
383962,30053,28537,131.3881218
383963,28523,28524,132.7141869
383964,28524,30334,132.7158738
383965,28538,29961,134.7999142
383966,28634,31026,118.5612975
383967,30949,28634,112.2922646
383968,28580,30944,124.4135727
383969,30982,29297,112.6755965
383970,29297,30985,109.5121363
383972,31070,28625,173.5489603
383973,30572,29828,130.6555696
383974,29828,30573,130.5391571
383975,30476,30475,130.2901423
383976,29830,30476,130.0470899
383977,29826,30575,341.3704135
383978,29832,29802,132.7107204
383979,30479,30480,129.0148871
383980,30480,29834,131.3911682
383981,30579,29833,137.8037911
383982,29744,141181,308.0134965
383983,29837,141181,5.55674136
383984,29838,29796,119.8186445
383985,28442,28443,135.3883647
383986,29736,29735,134.8449882
383987,29142,548247,316.6604071
383988,30782,29737,134.8118037
383989,30783,31123,140.2058812
383990,29737,548247,4.14230096
383991,30757,548249,10.41160882
383992,29100,29099,241.5360327
383993,30793,29098,358.347313
383994,28648,29525,147.2136145
383995,29525,30908,151.6041002
383996,29467,28378,128.5442931
383997,29424,28328,152.5124901
383998,28373,28374,130.8592576
383999,28319,28320,128.8937997
384000,30213,28373,134.3946869
384001,29460,30209,167.4925827
384002,30211,28329,158.6884076
384003,28368,30212,146.9179151
384004,30210,30922,161.2244682
384005,29412,29453,147.7353313
384006,9259,9260,194.2989711
384007,442,445,4.999837119
384008,445,3684,9.001014648
384009,15058,446,163.9842087
384010,446,447,9.999024403
384011,447,2260,40.03082681
384012,28290,30959,142.8342973
384013,28471,28472,132.0844126
384014,30693,28290,136.0697889
384015,30363,28427,134.8209868
384016,28532,30368,132.246061
384017,30361,28424,134.9120744
384018,28479,30365,128.9940454
384019,30267,29371,243.7146749
384020,28429,28428,133.3891689
384021,30359,28423,137.3773152
384022,30265,28478,131.9875656
384023,30262,30263,130.9947943
384024,30264,28477,141.2444473
384025,31155,31148,128.6013683
384026,31148,28622,127.5596516
384027,28684,28685,19.56496283
384028,31147,28623,117.5734303
384029,28683,31150,146.5780517
384030,31146,28624,114.0234486
384031,28682,31149,146.6220543
384032,24996,30705,122.7311033
384033,23243,420,105.089986
